easy_problems_solved,medium_problems_solved,hard_problems_solved,easy_problems_given,medium_problems_given,hard_problems_given,total_problems_given,total_problems_solved,next_easy,next_medium,next_hard
8,6,0,18,22,9,49,14,3,17,10
19,2,9,22,17,13,52,30,1,11,3
9,2,2,25,13,15,53,13,4,11,9
23,17,9,28,25,15,68,49,1,32,4
10,5,5,19,21,9,49,20,3,15,5
16,11,6,27,13,7,47,33,2,23,2
11,16,1,20,17,5,42,28,3,30,8
26,4,3,30,23,5,58,33,1,13,5
2,18,4,30,18,14,62,24,5,33,7
2,19,0,12,25,13,50,21,5,35,10
24,4,0,24,13,5,42,28,1,14,10
13,1,1,17,23,13,53,15,2,9,10
9,20,1,28,20,7,55,30,4,36,9
14,9,0,14,10,9,33,23,1,20,10
9,16,4,14,16,6,36,29,2,30,5
13,8,10,20,11,15,46,31,2,19,4
11,13,9,17,20,9,46,33,2,26,2
3,10,9,12,18,10,40,22,4,22,2
21,11,7,27,24,13,64,39,1,23,5
16,2,3,21,24,11,56,21,1,11,7
9,5,5,27,19,12,58,19,4,15,6
6,12,10,29,14,14,57,28,4,25,3
1,10,11,18,19,13,50,22,6,22,2
10,15,2,14,18,5,37,27,2,29,7
0,6,9,13,23,13,49,15,6,17,4
22,4,8,29,25,14,68,34,1,14,5
9,4,7,16,18,12,46,20,3,14,5
3,11,1,25,14,13,52,15,5,23,9
0,20,6,22,23,9,54,26,6,36,4
6,4,1,12,18,5,35,11,3,14,9
24,0,4,30,19,6,55,28,1,8,5
18,3,2,25,11,5,41,23,2,12,6
1,1,7,21,16,13,50,9,5,9,5
14,5,11,20,18,14,52,30,2,15,3
6,2,5,27,20,5,52,13,4,10,2
15,7,2,27,16,11,54,24,2,18,8
10,8,13,24,21,15,60,31,3,20,2
9,1,11,25,10,12,47,21,4,9,2
12,2,2,26,12,11,49,16,3,10,9
8,1,0,12,17,15,44,9,2,9,10
2,15,4,13,19,6,38,21,5,29,5
4,10,9,17,18,10,45,23,4,22,2
2,8,3,12,11,7,30,13,5,19,7
24,13,15,26,14,15,55,52,1,26,2
0,6,3,30,13,8,51,9,6,17,6
3,1,6,13,19,11,43,10,5,9,5
18,3,11,27,17,14,58,32,2,12,3
2,3,0,11,10,10,31,5,5,12,10
2,7,2,10,12,5,27,11,5,18,7
4,13,6,12,13,13,38,23,4,26,6
18,10,11,25,14,15,54,39,1,22,3
5,1,1,20,10,10,40,7,4,10,9
17,4,10,29,23,13,65,31,3,14,3
22,18,9,30,21,10,61,49,1,33,2
7,0,4,19,12,14,45,11,4,8,7
10,9,0,19,16,10,45,19,3,20,10
22,9,14,29,12,15,56,45,2,20,2
9,5,5,15,11,6,32,19,2,15,3
2,7,3,13,10,5,28,12,5,18,5
11,16,7,22,24,11,57,34,3,30,4
0,9,2,24,20,10,54,11,6,21,8
0,0,2,13,14,9,36,2,6,8,8
15,0,6,21,11,13,45,21,2,8,5
24,8,0,28,11,15,54,32,1,19,10
5,3,0,10,15,10,35,8,3,12,10
29,2,0,30,18,10,58,31,1,11,10
10,3,2,29,11,5,45,15,4,12,7
9,2,2,29,16,11,56,13,4,11,8
0,18,11,16,19,11,46,29,6,33,2
14,7,10,30,23,15,68,31,3,18,4
3,12,8,23,14,10,47,23,5,25,2
21,12,0,30,14,7,51,33,2,24,10
21,7,8,26,23,9,58,36,1,18,2
1,6,0,13,21,5,39,7,5,17,10
19,5,3,19,10,8,37,27,1,15,6
22,7,9,28,13,14,55,38,1,18,4
13,2,3,13,11,5,29,18,1,11,5
14,18,13,15,24,15,54,45,1,33,2
12,13,12,12,25,14,51,37,1,26,2
14,11,3,17,17,5,39,28,1,24,5
18,11,1,21,19,13,53,30,1,23,9
6,10,4,26,12,14,52,20,5,22,7
11,11,2,15,17,5,37,24,2,24,7
1,3,5,14,17,11,42,9,5,12,6
9,2,4,11,12,7,30,15,1,11,5
13,14,10,15,18,12,45,37,1,27,2
16,4,1,17,15,6,38,21,1,13,8
10,16,7,25,16,13,54,33,3,30,5
6,2,7,16,17,10,43,15,3,11,4
8,10,3,15,20,9,44,21,3,22,7
15,2,10,16,24,12,52,27,1,11,3
1,13,1,24,13,12,49,15,6,26,9
7,12,1,10,25,9,44,20,2,24,9
7,4,1,10,17,15,42,12,2,13,10
6,9,3,21,11,13,45,18,4,21,8
22,3,3,30,17,6,53,28,2,12,5
10,3,3,14,21,6,41,16,2,12,6
6,12,0,11,20,15,46,18,3,25,10
9,21,5,15,21,6,42,35,2,37,2
13,11,7,28,11,11,50,31,3,24,4
11,12,1,30,13,9,52,24,4,25,9
27,14,0,30,24,12,66,41,1,27,10
6,20,0,26,22,13,61,26,4,36,10
0,12,2,27,13,13,53,14,6,25,9
2,1,13,12,13,13,38,16,5,10,2
2,14,1,11,23,12,46,17,5,27,10
0,18,9,12,21,12,45,27,6,33,3
1,12,5,14,14,7,35,18,6,24,4
15,6,1,17,18,14,49,22,1,17,10
3,6,6,18,25,11,54,15,5,16,5
15,15,0,20,25,9,54,30,1,29,10
2,11,0,16,14,12,42,13,5,24,10
14,5,2,16,12,14,42,21,1,15,9
12,5,13,18,18,15,51,30,2,15,2
9,18,3,25,20,10,55,30,4,33,8
1,19,1,29,19,6,54,21,6,34,8
14,4,3,19,23,8,50,21,1,14,6
20,11,12,28,19,12,59,43,2,23,2
0,6,3,30,13,8,51,9,6,17,7
13,2,3,14,14,14,42,18,1,11,8
0,7,1,30,12,9,51,8,6,17,9
0,1,0,20,10,6,36,1,6,9,10
4,2,1,15,15,14,44,7,4,11,10
3,6,0,25,17,6,48,9,5,16,10
21,9,3,24,10,11,45,33,1,20,8
4,7,0,30,20,5,55,11,5,18,10
10,2,11,10,12,11,33,23,1,10,2
5,12,4,20,13,13,46,21,4,25,7
19,13,3,25,18,7,50,35,1,26,6
10,3,3,12,22,6,40,16,1,12,6
1,4,7,19,10,12,41,12,5,14,5
3,7,1,11,13,13,37,11,4,18,9
3,3,9,17,14,12,43,15,5,12,3
5,0,8,16,12,8,36,13,4,8,2
1,0,12,24,14,12,50,13,5,8,2
21,9,6,27,15,14,56,36,1,21,6
4,9,6,17,16,8,41,19,5,21,4
0,11,8,11,14,15,40,19,6,23,5
2,11,11,11,23,11,45,24,5,23,2
9,17,10,15,24,10,49,36,2,31,2
0,7,2,28,13,15,56,9,6,18,9
9,13,1,17,13,9,39,23,3,26,9
8,13,6,16,19,14,49,27,3,26,6
27,12,7,30,23,8,61,46,1,25,2
2,6,8,23,25,11,59,16,5,17,4
3,7,11,13,24,13,50,21,5,18,2
16,19,6,21,25,8,54,41,1,35,4
3,9,7,12,11,7,30,19,4,21,2
19,13,6,25,23,6,54,38,1,26,2
0,13,8,10,14,11,35,21,6,27,3
7,3,4,18,14,7,39,14,3,12,5
3,2,9,26,20,11,57,14,5,10,3
6,0,3,22,14,10,46,9,4,8,7
7,12,7,20,16,7,43,26,4,25,2
1,19,7,25,22,8,55,27,6,35,2
15,13,5,28,13,7,48,33,3,27,3
10,3,8,16,19,10,45,21,2,12,3
6,5,8,27,18,9,54,19,4,15,2
2,0,4,14,13,7,34,6,5,8,5
13,2,5,23,10,10,43,20,2,11,5
11,8,1,28,23,7,58,20,3,19,9
0,7,3,10,25,8,43,10,6,18,6
12,10,3,22,22,9,53,25,3,22,7
4,14,4,12,15,15,42,22,4,27,7
0,14,5,23,19,10,52,19,6,28,6
2,4,1,16,19,8,43,7,5,13,9
20,2,4,30,15,5,50,26,2,11,3
16,6,1,17,10,5,32,23,1,16,8
8,0,3,22,12,14,48,11,4,8,8
2,7,1,17,10,7,34,10,5,18,8
4,15,7,11,19,11,41,26,4,29,4
9,2,3,23,11,11,45,14,4,10,8
17,9,4,24,13,5,42,30,2,20,3
6,18,7,16,24,9,49,31,4,33,3
12,15,2,21,20,14,55,29,3,29,9
3,12,9,18,14,11,43,24,5,25,2
27,1,10,27,19,12,58,38,1,9,3
10,2,8,18,11,8,37,20,3,11,2
10,11,4,15,25,5,45,25,2,23,3
2,1,0,30,14,5,49,3,5,10,10
5,12,4,15,20,10,45,21,4,25,6
11,9,1,18,19,14,51,21,2,21,10
15,13,11,27,13,14,54,39,2,26,2
15,17,7,23,18,15,56,39,2,32,5
20,8,4,22,18,13,53,32,1,19,7
26,3,3,26,23,11,60,32,1,12,7
13,3,10,17,15,15,47,26,1,12,4
12,7,4,19,25,8,52,23,2,18,6
3,15,12,16,21,14,51,30,5,29,2
14,10,12,17,12,15,44,36,1,22,2
15,9,8,29,11,12,52,32,3,21,3
27,4,14,28,25,14,67,45,1,13,2
2,10,6,23,22,9,54,18,5,22,4
11,13,1,26,17,8,51,25,3,26,9
8,18,3,18,23,5,46,29,3,33,5
15,11,2,25,13,11,49,28,3,23,8
6,3,2,19,15,10,44,11,4,12,9
10,4,0,10,12,5,27,14,1,13,10
9,13,9,13,24,13,50,31,2,26,3
23,12,12,27,13,12,52,47,1,25,2
7,0,4,13,25,13,51,11,3,8,7
1,9,0,15,12,10,37,10,5,21,10
1,4,8,17,11,9,37,13,6,14,2
14,4,5,17,18,8,43,23,1,13,5
8,2,6,13,25,7,45,16,2,10,2
13,3,11,18,17,12,47,27,2,12,2
4,9,6,17,13,9,39,19,4,20,4
9,5,12,11,23,14,48,26,1,15,2
14,6,1,30,17,14,61,21,3,16,10
7,9,5,23,17,15,55,21,4,21,7
10,3,3,24,14,6,44,16,3,12,6
21,6,2,28,14,5,47,29,1,17,6
14,16,0,19,23,13,55,30,2,30,10
22,0,6,30,11,10,51,28,2,8,5
10,19,7,11,23,7,41,36,1,34,2
16,3,4,24,17,8,49,23,2,12,6
4,14,1,18,18,6,42,19,4,28,9
3,18,13,17,21,13,51,34,5,33,2
17,15,1,27,18,10,55,33,2,29,9
3,7,2,20,25,10,55,12,5,18,8
1,15,12,14,22,12,48,28,6,29,2
2,13,5,13,13,5,31,20,5,27,2
15,13,11,26,18,11,55,39,2,26,2
2,4,11,18,10,11,39,17,5,14,2
4,16,3,11,18,6,35,23,4,30,5
11,6,14,24,10,15,49,31,3,16,2
0,10,5,21,23,5,49,15,6,22,2
8,4,12,20,23,14,57,24,3,13,2
3,4,5,13,14,13,40,12,4,14,6
4,15,10,15,23,13,51,29,4,29,3
4,0,2,13,19,5,37,6,4,8,7
4,6,3,10,20,7,37,13,3,17,6
14,10,6,16,25,15,56,30,1,22,7
18,3,6,19,21,6,46,27,1,12,2
18,10,4,21,21,12,54,32,1,22,7
11,1,7,23,16,15,54,19,3,10,5
23,2,5,25,23,15,63,30,1,11,7
24,1,4,25,12,6,43,29,1,9,4
0,9,9,21,23,12,56,18,6,20,3
10,13,7,18,16,13,47,30,2,27,5
0,7,0,26,11,9,46,7,6,17,10
2,6,4,14,23,14,51,12,5,16,8
18,7,2,19,16,10,45,27,1,18,8
25,13,0,30,14,6,50,38,1,26,10
18,1,1,25,14,12,51,20,1,10,9
19,5,10,19,11,10,40,34,1,15,2
21,0,0,29,15,10,54,21,2,8,10
10,13,2,13,14,15,42,25,2,26,9
14,11,0,30,14,6,50,25,3,23,10
10,6,0,13,11,6,30,16,1,17,10
22,18,14,26,21,14,61,54,1,33,2
4,8,6,17,11,6,34,18,4,19,2
23,6,0,28,12,5,45,29,1,16,10
18,13,10,21,17,11,49,41,1,26,2
18,7,1,23,11,12,46,26,1,18,9
6,3,0,27,23,15,65,9,5,13,10
16,10,2,25,14,12,51,28,2,22,8
16,15,1,17,20,7,44,32,1,29,9
13,10,4,29,20,8,57,27,3,22,5
5,4,1,17,11,5,33,10,4,13,9
11,17,2,15,23,7,45,30,2,32,8
16,9,3,27,13,10,50,28,2,21,7
14,17,9,20,19,14,53,40,2,32,4
3,6,2,14,16,5,35,11,5,16,7
9,14,6,14,23,13,50,29,2,27,5
25,3,5,30,22,13,65,33,1,13,6
14,23,2,17,24,7,48,39,1,40,8
1,9,9,14,13,12,39,19,5,21,3
6,18,4,13,21,5,39,28,3,34,3
6,4,3,13,19,6,38,13,3,14,6
14,1,7,19,19,7,45,22,1,9,2
11,8,8,20,10,8,38,27,3,19,2
22,13,6,22,13,10,45,41,1,26,4
5,2,10,25,22,14,61,17,5,11,3
13,14,9,19,18,14,51,36,2,28,4
0,2,6,14,18,11,43,8,6,11,5
3,6,6,30,14,8,52,15,5,16,3
12,13,6,29,14,14,57,31,3,26,6
22,16,10,23,17,13,53,48,1,31,3
12,5,6,23,24,13,60,23,3,15,6
1,2,7,13,12,9,34,10,5,11,3
2,3,3,17,14,7,38,8,5,13,6
10,8,4,25,10,13,48,22,3,19,7
8,1,0,12,16,12,40,9,2,9,10
1,5,6,11,11,6,28,12,5,15,2
22,9,7,25,10,11,46,38,1,21,4
0,8,8,27,10,13,50,16,6,19,4
6,2,5,10,15,5,30,13,2,10,2
5,2,4,21,14,8,43,11,4,11,6
6,7,11,27,21,13,61,24,4,18,3
4,9,7,12,11,15,38,20,4,20,5
14,7,1,16,13,8,37,22,1,17,9
3,22,1,10,23,15,48,26,4,39,10
0,10,6,12,11,6,29,16,6,22,2
11,18,1,24,21,5,50,30,3,33,8
8,9,6,13,18,6,37,23,2,21,2
5,6,11,17,15,11,43,22,4,17,2
9,0,13,24,12,15,51,22,3,8,2
26,12,4,27,15,9,51,42,1,25,6
7,10,4,20,17,6,43,21,4,22,4
22,0,11,27,24,13,64,33,1,8,2
17,9,0,29,18,7,54,26,2,21,10
2,6,7,17,13,14,44,15,5,17,5
19,13,5,21,13,7,41,37,1,26,4
23,9,10,27,23,10,60,42,1,21,2
3,3,12,30,14,15,59,18,5,12,3
13,7,0,13,20,6,39,20,1,18,10
6,5,5,12,11,7,30,16,3,15,4
15,2,1,25,10,11,46,18,2,11,9
9,2,15,23,10,15,48,26,4,10,2
8,3,4,21,24,8,53,15,3,12,6
25,8,8,29,16,11,56,41,1,19,4
8,8,3,13,24,8,45,19,2,19,7
1,2,4,27,18,13,58,7,6,11,7
1,16,4,16,18,5,39,21,5,30,3
2,11,9,24,12,10,46,22,5,23,2
2,6,5,23,20,10,53,13,5,16,5
3,4,2,19,16,8,43,9,5,13,8
0,16,8,28,20,9,57,24,6,30,2
1,20,0,11,20,5,36,21,5,36,10
5,12,1,11,21,7,39,18,3,24,9
10,4,9,13,18,11,42,23,1,13,3
15,3,3,15,16,6,37,21,1,12,6
13,7,1,25,16,10,51,21,3,18,10
19,9,4,26,14,8,48,32,2,21,6
1,4,5,14,25,6,45,10,5,14,3
13,9,2,23,17,9,49,24,3,21,8
16,7,2,23,13,10,46,25,2,17,8
4,7,3,11,10,8,29,14,4,18,7
10,13,7,14,17,7,38,30,2,26,2
23,10,12,28,10,14,52,45,1,22,2
1,4,10,12,19,15,46,15,5,14,4
7,5,9,11,16,11,38,21,2,15,3
7,11,0,14,14,5,33,18,3,24,10
8,13,8,10,23,11,44,29,2,26,3
19,1,1,21,20,12,53,21,1,10,9
23,5,4,26,24,11,61,32,1,15,7
17,10,7,20,11,12,43,34,1,22,5
15,12,9,19,12,9,40,36,1,24,2
11,11,5,21,14,13,48,27,3,24,6
25,0,3,29,21,13,63,28,1,8,8
2,19,5,11,19,13,43,26,5,35,7
2,6,4,24,12,6,42,12,5,16,4
2,6,6,20,17,11,48,14,5,17,5
15,3,4,20,18,11,49,22,2,12,7
19,11,0,29,13,5,47,30,2,24,10
11,6,8,25,12,12,49,25,3,17,4
2,10,3,15,13,5,33,15,5,22,5
12,20,6,20,21,9,50,38,2,36,4
1,2,2,26,12,5,43,5,6,11,6
12,2,3,15,25,9,49,17,1,11,7
12,14,4,22,15,6,43,30,2,27,4
9,11,11,28,19,12,59,31,4,24,2
6,5,12,30,23,13,66,23,4,15,2
1,16,3,16,19,11,46,20,6,30,7
10,6,6,19,10,8,37,22,3,16,3
17,8,1,21,16,14,51,26,1,19,9
22,9,5,30,14,5,49,36,2,21,2
2,3,6,14,10,6,30,11,5,12,2
15,15,1,21,22,5,48,31,2,29,8
20,0,1,29,23,8,60,21,2,8,9
6,7,6,14,14,6,34,19,3,18,2
5,9,2,15,15,6,36,16,4,21,8
3,2,5,27,18,11,56,10,5,11,6
15,5,5,27,11,14,52,25,3,15,7
6,14,10,25,14,13,52,30,4,27,3
1,1,9,29,22,15,66,11,5,9,4
6,4,11,24,17,12,53,21,4,14,2
5,7,2,30,17,8,55,14,5,18,7
21,10,14,21,14,15,50,45,1,22,2
11,0,5,11,10,8,29,16,1,8,5
17,4,1,20,23,8,51,22,1,13,9
10,8,2,14,14,6,34,20,2,20,7
11,15,1,28,21,7,56,27,4,29,8
13,4,11,25,10,12,47,28,3,13,2
8,12,2,11,18,11,40,22,2,25,8
27,8,1,30,10,14,54,36,1,20,10
13,11,0,15,25,6,46,24,1,24,10
12,0,2,21,19,12,52,14,2,8,8
15,8,9,29,16,9,54,32,3,19,2
22,0,2,25,21,8,54,24,1,8,7
4,8,2,14,15,14,43,14,4,20,9
13,6,12,25,24,13,62,31,3,16,2
6,8,2,25,15,6,46,16,4,19,7
12,0,10,12,22,13,47,22,1,8,2
9,5,1,11,14,7,32,15,1,15,9
12,2,7,21,11,10,42,21,2,11,4
5,7,3,14,12,13,39,15,4,18,8
9,0,8,26,22,12,60,17,4,8,4
2,2,11,11,15,12,38,15,5,11,2
23,5,4,28,10,5,43,32,1,15,4
1,7,1,11,18,13,42,9,5,18,9
12,10,3,29,13,6,48,25,3,22,6
10,9,1,13,25,8,46,20,1,21,8
17,21,11,26,22,12,60,49,2,38,2
11,7,4,17,14,7,38,22,2,18,5
0,1,4,22,12,8,42,5,6,10,5
13,9,7,14,23,12,49,29,1,21,4
7,1,9,27,12,15,54,17,4,10,5
8,3,6,11,20,6,37,17,2,12,2
2,11,9,17,16,13,46,22,5,24,4
12,20,4,14,22,14,50,36,1,36,7
5,1,0,21,14,5,40,6,4,9,10
9,11,6,11,20,6,37,26,1,23,2
5,13,13,16,25,15,56,31,4,26,2
3,14,6,30,14,11,55,23,5,27,5
14,3,11,15,22,11,48,28,1,13,2
15,16,2,18,18,9,45,33,1,31,8
1,3,4,13,16,11,40,8,5,12,7
4,2,8,21,19,8,48,14,5,10,2
11,10,0,11,22,5,38,21,1,22,10
12,11,5,24,22,7,53,28,3,23,3
7,9,9,10,14,12,36,25,2,21,3
16,8,8,24,18,12,54,32,2,19,4
7,11,6,10,17,7,34,24,2,24,3
8,0,3,16,10,5,31,11,3,8,5
19,0,6,25,25,15,65,25,1,8,6
21,0,9,28,14,12,54,30,2,8,3
16,14,5,18,24,9,51,35,1,27,5
19,23,5,23,23,9,55,47,1,41,5
11,11,5,19,25,6,50,27,2,24,3
24,2,5,30,17,13,60,31,1,11,7
14,11,10,16,23,12,51,35,1,24,2
0,15,0,16,22,9,47,15,6,29,10
14,5,1,24,15,8,47,20,2,15,9
1,7,2,15,22,14,51,10,5,18,9
15,8,5,27,10,14,51,28,2,20,7
14,5,4,30,20,6,56,23,3,15,4
3,15,0,15,16,6,37,18,4,29,10
18,23,8,26,25,10,61,49,2,41,2
6,4,6,26,11,14,51,16,4,14,6
6,4,0,23,20,13,56,10,4,14,10
5,3,10,14,13,14,41,18,4,12,4
2,0,2,15,17,7,39,4,5,8,8
27,3,4,30,18,5,53,34,1,12,3
22,8,4,29,12,6,47,34,1,19,4
1,14,7,10,17,7,34,22,5,28,2
7,6,3,11,13,8,32,16,2,16,7
7,8,9,12,14,14,40,24,3,19,4
10,4,0,29,22,10,61,14,4,14,10
3,8,1,14,13,5,32,12,4,19,8
18,8,4,23,10,7,40,30,1,20,5
6,15,4,29,23,6,58,25,4,29,5
19,3,1,19,21,6,46,23,1,12,8
23,7,8,26,23,15,64,38,1,18,5
15,19,4,22,22,6,50,38,2,34,4
4,0,8,21,15,10,46,12,5,8,3
8,11,4,10,23,14,47,23,1,24,7
13,6,7,22,24,11,57,26,2,16,4
14,23,1,23,23,9,55,38,2,41,9
10,14,5,30,14,5,49,29,4,27,2
0,19,5,29,25,8,62,24,6,35,4
19,12,2,20,18,7,45,33,1,25,7
16,4,8,21,11,8,40,28,2,14,2
3,18,1,22,20,10,52,22,5,33,9
1,1,11,11,11,13,35,13,5,9,2
7,12,11,22,25,13,60,30,4,24,2
7,14,7,21,20,12,53,28,4,27,4
2,11,5,18,14,9,41,18,5,23,5
2,9,14,24,21,15,60,25,5,20,2
10,23,2,13,25,6,44,35,2,40,7
15,20,6,25,21,8,54,41,2,36,3
3,6,7,11,23,7,41,16,4,16,2
12,8,10,18,16,10,44,30,2,19,2
18,10,1,25,18,5,48,29,1,22,8
21,0,7,24,15,11,50,28,1,8,4
22,8,5,24,25,8,57,35,1,19,4
16,5,0,16,13,9,38,21,1,15,10
9,11,2,26,16,5,47,22,4,23,7
5,5,5,21,25,10,56,15,4,15,5
22,7,12,28,10,14,52,41,1,18,2
12,10,0,13,16,13,42,22,1,22,10
5,6,5,11,13,8,32,16,3,17,4
8,3,2,17,17,9,43,13,3,13,8
16,11,1,19,12,11,42,28,1,23,10
5,5,9,21,18,10,49,19,5,15,2
6,2,5,19,18,8,45,13,4,10,5
19,1,0,23,19,6,48,20,1,10,10
3,4,5,12,13,10,35,12,4,14,6
1,7,6,24,25,9,58,14,5,17,4
1,0,1,16,14,7,37,2,5,8,9
7,14,4,11,23,5,39,25,2,27,3
9,15,5,29,21,5,55,29,4,29,2
12,0,3,19,10,5,34,15,2,8,5
11,11,5,17,24,10,51,27,2,24,6
13,11,0,27,14,6,47,24,3,24,10
2,1,0,28,11,9,48,3,5,9,10
6,18,5,21,22,9,52,29,4,33,5
8,9,4,16,17,8,41,21,3,21,5
6,2,0,25,14,7,46,8,4,11,10
9,3,1,11,15,5,31,13,1,12,8
8,11,12,17,13,15,45,31,3,24,3
1,22,7,14,23,7,44,30,6,39,2
17,7,6,29,18,14,61,30,2,17,6
0,4,2,30,22,12,64,6,6,14,9
5,3,4,13,22,11,46,12,4,13,7
19,4,0,28,20,15,63,23,2,13,10
8,14,4,12,15,11,38,26,2,28,7
10,0,4,16,15,6,37,14,2,8,4
2,9,15,14,19,15,48,26,5,21,2
0,3,4,23,12,8,43,7,6,12,6
5,6,5,15,15,6,36,16,4,17,3
23,2,2,29,25,15,69,27,1,11,9
4,5,4,13,10,8,31,13,4,15,5
0,2,4,14,25,13,52,6,6,11,7
13,4,11,14,12,14,40,28,1,14,3
2,10,0,12,12,13,37,12,5,22,10
17,10,10,21,11,11,43,37,1,22,2
9,10,6,19,23,8,50,25,3,22,3
20,9,6,30,20,10,60,35,2,21,4
9,1,1,12,22,5,39,11,2,10,9
24,12,0,29,12,13,54,36,1,25,10
14,17,15,29,22,15,66,46,3,32,2
11,17,0,28,18,5,51,28,3,32,10
3,3,0,25,15,11,51,6,5,12,10
18,14,6,20,25,12,57,38,1,28,5
5,10,0,17,17,6,40,15,4,22,10
2,19,5,29,22,15,66,26,5,35,7
22,5,3,22,21,11,54,30,1,15,7
12,3,5,22,10,14,46,20,3,12,6
23,1,1,28,16,7,51,25,1,9,9
5,9,2,17,21,6,44,16,4,20,7
1,6,0,12,21,14,47,7,5,16,10
3,9,4,11,19,5,35,16,4,21,3
20,2,2,24,25,11,60,24,1,10,8
1,18,0,22,19,10,51,19,5,33,10
17,6,1,20,12,15,47,24,1,16,9
14,4,2,14,22,15,51,20,1,13,9
11,1,9,16,23,13,52,21,2,9,4
2,12,7,28,21,12,61,21,5,25,5
5,7,11,28,15,12,55,23,5,18,2
15,9,5,17,22,5,44,29,1,21,2
4,6,6,12,15,9,36,16,4,16,4
8,16,12,28,17,13,58,36,4,30,2
6,7,6,25,23,15,63,19,5,18,6
10,12,5,27,14,6,47,27,4,25,3
24,15,14,30,17,15,62,53,1,29,2
0,18,6,22,21,9,52,24,6,33,4
2,16,5,18,20,6,44,23,5,31,3
9,4,9,27,15,15,57,22,4,14,5
13,17,11,28,20,12,60,41,3,31,2
9,8,8,10,16,12,38,25,1,19,4
24,3,3,26,20,13,59,30,1,12,7
10,17,9,11,25,13,49,36,1,32,3
20,8,7,24,10,10,44,35,1,19,4
10,12,7,20,15,14,49,29,3,25,5
9,15,3,17,20,5,42,27,3,29,5
0,18,8,10,18,10,38,26,6,33,2
3,13,4,11,25,5,41,20,4,26,3
0,0,6,13,25,8,46,6,6,8,3
24,12,3,24,21,6,51,39,1,24,6
3,3,5,29,24,9,62,11,5,12,5
20,5,0,20,11,13,44,25,1,15,10
10,6,5,11,10,11,32,21,1,16,6
5,2,4,11,18,6,35,11,3,11,5
11,23,8,23,24,10,57,42,3,40,3
21,3,6,30,24,15,69,30,2,13,6
2,11,0,21,22,12,55,13,5,23,10
21,12,7,29,21,14,64,40,2,25,5
2,0,1,23,23,15,61,3,5,8,9
7,21,5,30,21,10,61,33,4,38,5
7,4,7,11,21,10,42,18,2,14,4
13,8,11,28,23,15,66,32,3,19,3
6,12,11,10,12,11,33,29,2,25,2
8,13,7,28,21,7,56,28,4,26,2
15,14,6,21,20,8,49,35,2,27,4
2,12,7,17,20,10,47,21,5,25,4
15,17,5,30,19,14,63,37,3,32,6
1,14,2,13,18,8,39,17,5,28,8
26,22,2,27,22,8,57,50,1,39,7
14,5,9,15,20,10,45,28,1,15,2
13,3,11,20,11,15,46,27,2,12,3
5,4,10,25,12,10,47,19,5,13,2
2,8,6,26,16,11,53,16,5,19,5
1,8,6,18,25,10,53,15,6,19,5
8,1,0,23,14,14,51,9,4,9,10
6,9,7,13,13,10,36,22,3,21,4
5,6,2,10,11,14,35,13,3,17,8
1,13,5,20,15,5,40,19,6,26,2
14,15,3,24,16,14,54,32,2,29,8
2,16,3,22,19,12,53,21,5,30,8
13,1,5,13,17,5,35,19,1,9,2
0,11,8,29,24,14,67,19,6,23,5
17,6,1,25,19,6,50,24,2,16,9
14,7,4,18,24,13,55,25,1,18,7
1,9,5,15,15,5,35,15,5,21,2
6,10,7,10,11,10,31,23,2,22,3
11,14,4,11,15,13,39,29,1,27,7
16,9,6,21,17,15,53,31,2,20,6
8,2,12,16,13,13,42,22,3,11,2
13,0,3,16,23,5,44,16,1,8,5
7,0,4,24,11,11,46,11,4,8,7
8,2,5,30,13,8,51,15,4,11,4
12,6,3,12,25,8,45,21,1,16,6
25,8,12,30,24,13,67,45,1,19,2
11,0,2,12,14,13,39,13,1,8,8
9,11,1,30,17,14,61,21,4,23,10
5,17,5,30,22,15,67,27,5,32,7
18,10,2,20,20,9,49,30,1,22,8
25,4,10,26,22,12,60,39,1,14,3
4,12,11,13,20,12,45,27,4,24,2
0,14,7,16,24,14,54,21,6,27,5
4,11,6,16,13,6,35,21,5,24,2
18,6,8,22,11,9,42,32,1,16,2
19,6,13,25,10,15,50,38,1,17,2
6,10,3,12,19,10,41,19,3,22,7
22,0,9,30,11,15,56,31,2,8,5
21,0,11,21,24,13,58,32,1,8,2
16,2,5,21,13,10,44,23,1,11,5
20,6,1,21,18,5,44,27,1,16,8
11,9,5,24,21,15,60,25,3,20,7
3,0,0,17,22,14,53,3,5,8,10
5,10,0,24,16,8,48,15,4,22,10
23,24,10,28,25,10,63,57,1,42,2
9,0,1,25,22,6,53,10,4,8,9
3,15,10,15,21,15,51,28,5,29,4
16,4,0,16,10,14,40,20,1,14,10
6,14,12,19,25,12,56,32,4,27,2
17,6,0,20,13,7,40,23,1,16,10
26,19,6,29,25,14,68,51,1,35,6
24,14,9,28,25,11,64,47,1,27,3
15,15,14,22,24,15,61,44,2,29,2
21,1,13,23,11,14,48,35,1,10,2
8,13,1,17,19,12,48,22,3,26,9
7,10,8,12,16,14,42,25,2,22,5
9,7,10,30,19,14,63,26,4,18,4
10,12,0,22,13,6,41,22,3,25,10
1,8,1,27,25,13,65,10,6,20,10
18,10,11,24,19,14,57,39,1,22,3
0,9,12,26,18,14,58,21,6,21,2
7,5,7,28,13,11,52,19,4,15,4
8,2,3,25,17,15,57,13,4,10,8
