topic,level,days_spent,next_topic
number theory,medium,3,combinatorics
trie,medium,4,string matching
design,easy,2,system design
design,easy,1,system design
simulation,medium,3,design
concurrency,hard,7,design
monotonic stack,easy,2,sliding window
dynamic programming,easy,1,bitmask
greedy,medium,5,dynamic programming
recursion,medium,5,divide and conquer
probability,medium,5,statistics
trie,easy,2,string matching
linked list,easy,2,doubly-linked list
linked list,medium,4,doubly-linked list
linked list,hard,7,doubly-linked list
combinatorics,medium,4,probability
design,easy,1,system design
shortest path,easy,2,graph theory
string matching,easy,2,rolling hash
backtracking,hard,7,recursion
linked list,easy,2,doubly-linked list
array,easy,1,string
simulation,easy,1,design
system design,medium,4,concurrency
greedy,medium,4,dynamic programming
monotonic stack,medium,3,sliding window
breadth-first search,medium,4,graph theory
hash table,medium,4,tree
string,hard,7,hash table
array,medium,4,string
shortest path,easy,2,graph theory
combinatorics,hard,6,probability
number theory,easy,2,combinatorics
number theory,hard,7,combinatorics
rolling hash,medium,5,suffix array
system design,medium,3,concurrency
string,medium,5,sorting
string matching,easy,1,rolling hash
monotonic stack,medium,3,sliding window
breadth-first search,medium,5,graph theory
combinatorics,medium,4,probability
sliding window,easy,1,two pointers
matrix,easy,1,simulation
sorting,hard,7,greedy
graph theory,easy,2,shortest path
system design,hard,6,concurrency
hash table,hard,6,tree
string,medium,3,sorting
hash table,medium,4,tree
probability,medium,4,statistics
system design,easy,2,concurrency
system design,easy,2,concurrency
tree,hard,7,binary tree
concurrency,medium,3,design
rolling hash,easy,2,suffix array
bitmask,easy,2,backtracking
sliding window,medium,4,two pointers
stack,easy,1,monotonic stack
binary tree,easy,2,depth-first search
segment tree,easy,1,binary indexed tree
bitmask,easy,2,backtracking
binary indexed tree,medium,4,range query
binary search,easy,1,graph theory
breadth-first search,medium,4,graph theory
number theory,easy,2,combinatorics
number theory,easy,1,combinatorics
binary tree,easy,1,depth-first search
trie,hard,6,string matching
bitmask,easy,1,backtracking
array,hard,6,hash table
string matching,medium,4,rolling hash
sliding window,medium,5,two pointers
string matching,easy,1,rolling hash
hash table,medium,4,tree
divide and conquer,easy,2,segment tree
sorting,easy,2,greedy
math,medium,4,number theory
sliding window,medium,3,two pointers
math,medium,5,number theory
matrix,hard,7,simulation
matrix,medium,4,simulation
recursion,easy,2,divide and conquer
system design,medium,4,concurrency
two pointers,hard,7,array
recursion,hard,7,divide and conquer
probability,easy,1,statistics
segment tree,medium,3,binary indexed tree
linked list,hard,7,doubly-linked list
breadth-first search,easy,1,graph theory
tree,medium,4,binary tree
binary tree,hard,7,depth-first search
segment tree,easy,1,binary indexed tree
tree,medium,3,graph theory
system design,medium,4,concurrency
two pointers,easy,2,array
number theory,hard,6,combinatorics
backtracking,hard,7,recursion
matrix,medium,4,simulation
greedy,medium,3,dynamic programming
graph theory,easy,1,shortest path
combinatorics,hard,7,probability
monotonic stack,medium,4,sliding window
concurrency,medium,3,design
divide and conquer,medium,4,segment tree
recursion,medium,3,divide and conquer
design,medium,5,system design
sliding window,medium,3,two pointers
bitmask,easy,2,backtracking
design,hard,7,system design
greedy,easy,1,dynamic programming
sliding window,hard,6,two pointers
divide and conquer,easy,2,segment tree
array,hard,7,string
two pointers,hard,6,array
array,medium,5,string
tree,medium,5,binary tree
array,medium,3,string
hash table,medium,4,tree
array,hard,6,hash table
system design,medium,4,concurrency
hash table,hard,7,tree
recursion,hard,7,divide and conquer
binary indexed tree,hard,7,range query
number theory,hard,6,combinatorics
dynamic programming,hard,7,memoization
shortest path,hard,7,graph theory
breadth-first search,medium,3,graph theory
hash table,hard,7,tree
binary indexed tree,hard,7,range query
binary search,hard,7,graph theory
matrix,medium,5,simulation
design,hard,7,system design
combinatorics,easy,1,probability
simulation,medium,4,design
rolling hash,easy,2,suffix array
greedy,medium,5,dynamic programming
two pointers,easy,2,array
depth-first search,easy,1,breadth-first search
divide and conquer,easy,1,segment tree
segment tree,easy,2,binary indexed tree
greedy,medium,3,dynamic programming
shortest path,medium,4,graph theory
segment tree,medium,5,binary indexed tree
tree,medium,4,binary tree
probability,hard,7,statistics
probability,medium,5,statistics
recursion,easy,2,divide and conquer
segment tree,hard,7,binary indexed tree
linked list,hard,7,doubly-linked list
greedy,easy,1,dynamic programming
dynamic programming,hard,7,bitmask
bitmask,medium,4,backtracking
sliding window,easy,2,two pointers
dynamic programming,hard,6,memoization
hash table,medium,5,tree
array,medium,5,hash table
binary indexed tree,hard,6,range query
stack,hard,6,monotonic stack
sorting,medium,4,binary search
number theory,easy,2,combinatorics
linked list,hard,6,doubly-linked list
graph theory,medium,5,shortest path
math,hard,6,number theory
sliding window,medium,4,two pointers
backtracking,medium,3,recursion
segment tree,easy,2,binary indexed tree
design,hard,6,system design
system design,easy,1,concurrency
system design,hard,6,concurrency
probability,hard,7,statistics
string,medium,4,hash table
matrix,hard,7,simulation
design,medium,4,system design
trie,medium,4,string matching
sorting,medium,3,greedy
depth-first search,easy,2,breadth-first search
design,medium,5,system design
hash table,easy,2,tree
dynamic programming,hard,6,bitmask
number theory,hard,7,combinatorics
design,easy,2,system design
dynamic programming,medium,3,memoization
sorting,medium,4,binary search
bitmask,easy,2,backtracking
binary search,hard,6,tree
stack,hard,7,monotonic stack
monotonic stack,medium,3,sliding window
trie,medium,3,string matching
binary indexed tree,medium,3,range query
trie,medium,5,string matching
sliding window,medium,3,two pointers
sorting,hard,7,greedy
graph theory,easy,2,shortest path
tree,medium,4,binary tree
string,hard,6,sorting
string matching,medium,5,rolling hash
segment tree,hard,6,binary indexed tree
shortest path,medium,5,graph theory
sorting,medium,3,greedy
rolling hash,medium,4,suffix array
matrix,medium,5,simulation
binary tree,easy,1,depth-first search
stack,easy,2,monotonic stack
segment tree,hard,6,binary indexed tree
array,medium,4,hash table
matrix,medium,3,simulation
binary indexed tree,medium,5,range query
rolling hash,hard,6,suffix array
probability,easy,2,statistics
dynamic programming,easy,2,bitmask
sliding window,medium,3,two pointers
probability,easy,2,statistics
linked list,hard,7,doubly-linked list
simulation,easy,1,design
binary indexed tree,easy,1,range query
stack,hard,6,monotonic stack
design,hard,7,system design
hash table,easy,2,graph theory
combinatorics,medium,4,probability
backtracking,medium,5,recursion
number theory,hard,6,combinatorics
probability,medium,5,statistics
dynamic programming,medium,4,bitmask
monotonic stack,hard,6,sliding window
depth-first search,medium,3,breadth-first search
number theory,medium,4,combinatorics
monotonic stack,easy,1,sliding window
bitmask,hard,7,backtracking
design,easy,1,system design
backtracking,medium,3,recursion
array,medium,4,hash table
stack,easy,1,monotonic stack
matrix,hard,6,simulation
concurrency,hard,6,design
hash table,hard,7,graph theory
binary search,easy,1,tree
greedy,hard,7,dynamic programming
two pointers,easy,2,array
breadth-first search,medium,4,graph theory
recursion,hard,6,divide and conquer
stack,easy,1,monotonic stack
backtracking,medium,5,recursion
binary search,hard,6,graph theory
binary search,medium,4,tree
binary search,medium,4,graph theory
design,medium,4,system design
segment tree,hard,7,binary indexed tree
segment tree,easy,1,binary indexed tree
binary search,easy,1,tree
binary tree,hard,7,depth-first search
bitmask,medium,3,backtracking
math,medium,4,number theory
string matching,medium,3,rolling hash
graph theory,easy,2,shortest path
tree,medium,5,binary tree
matrix,easy,2,simulation
binary tree,hard,7,depth-first search
number theory,easy,1,combinatorics
linked list,easy,2,doubly-linked list
monotonic stack,hard,7,sliding window
recursion,easy,1,divide and conquer
simulation,medium,5,design
trie,medium,3,string matching
dynamic programming,hard,7,memoization
greedy,medium,3,dynamic programming
binary tree,medium,4,depth-first search
trie,hard,6,string matching
simulation,medium,3,design
matrix,hard,7,simulation
string matching,hard,7,rolling hash
graph theory,easy,2,shortest path
matrix,medium,3,simulation
bitmask,medium,5,backtracking
divide and conquer,hard,6,segment tree
breadth-first search,medium,4,graph theory
binary tree,easy,1,depth-first search
segment tree,medium,5,binary indexed tree
greedy,hard,7,dynamic programming
shortest path,medium,5,graph theory
matrix,easy,2,simulation
matrix,easy,1,simulation
sliding window,easy,2,two pointers
simulation,medium,5,design
binary indexed tree,easy,1,range query
stack,medium,4,monotonic stack
system design,medium,4,concurrency
breadth-first search,easy,2,graph theory
number theory,easy,1,combinatorics
hash table,hard,6,tree
depth-first search,medium,4,breadth-first search
probability,easy,2,statistics
graph theory,hard,6,shortest path
sorting,hard,7,greedy
string,easy,1,hash table
graph theory,hard,7,shortest path
dynamic programming,medium,5,bitmask
sorting,medium,4,greedy
tree,hard,6,binary tree
design,medium,4,system design
monotonic stack,easy,2,sliding window
monotonic stack,hard,6,sliding window
binary tree,easy,1,depth-first search
segment tree,medium,5,binary indexed tree
design,easy,1,system design
string matching,medium,5,rolling hash
bitmask,medium,3,backtracking
rolling hash,hard,6,suffix array
segment tree,medium,3,binary indexed tree
bitmask,medium,5,backtracking
matrix,medium,5,simulation
string matching,medium,5,rolling hash
graph theory,medium,5,shortest path
breadth-first search,hard,6,graph theory
number theory,medium,3,combinatorics
linked list,hard,7,doubly-linked list
array,medium,5,hash table
design,easy,1,system design
sorting,hard,7,greedy
math,easy,2,number theory
backtracking,hard,6,recursion
array,hard,6,hash table
divide and conquer,easy,2,segment tree
number theory,easy,1,combinatorics
segment tree,medium,3,binary indexed tree
concurrency,medium,3,design
depth-first search,easy,2,breadth-first search
backtracking,medium,3,recursion
tree,easy,2,binary tree
sorting,hard,7,binary search
shortest path,easy,1,graph theory
design,hard,6,system design
hash table,hard,7,tree
greedy,medium,4,dynamic programming
number theory,medium,4,combinatorics
math,easy,2,number theory
binary search,medium,3,graph theory
segment tree,medium,4,binary indexed tree
breadth-first search,hard,6,graph theory
binary tree,easy,1,depth-first search
concurrency,medium,4,design
probability,hard,7,statistics
trie,medium,4,string matching
hash table,medium,4,graph theory
system design,hard,6,concurrency
simulation,easy,1,design
hash table,easy,1,graph theory
depth-first search,medium,4,breadth-first search
hash table,easy,1,tree
combinatorics,medium,3,probability
trie,medium,4,string matching
graph theory,medium,3,shortest path
combinatorics,easy,2,probability
two pointers,medium,3,array
bitmask,easy,2,backtracking
probability,hard,6,statistics
backtracking,medium,5,recursion
stack,hard,6,monotonic stack
depth-first search,medium,5,breadth-first search
hash table,medium,4,graph theory
trie,medium,3,string matching
binary tree,easy,2,depth-first search
divide and conquer,hard,6,segment tree
number theory,hard,6,combinatorics
shortest path,easy,1,graph theory
tree,medium,3,graph theory
breadth-first search,medium,3,graph theory
string matching,medium,4,rolling hash
divide and conquer,easy,2,segment tree
array,medium,5,string
array,hard,6,string
tree,hard,7,graph theory
monotonic stack,medium,4,sliding window
combinatorics,medium,4,probability
matrix,medium,4,simulation
sorting,medium,4,greedy
concurrency,medium,3,design
binary search,hard,6,tree
design,easy,1,system design
combinatorics,medium,4,probability
tree,medium,4,graph theory
sliding window,medium,5,two pointers
monotonic stack,easy,2,sliding window
binary indexed tree,easy,1,range query
breadth-first search,easy,1,graph theory
matrix,medium,3,simulation
recursion,easy,1,divide and conquer
graph theory,medium,3,shortest path
array,hard,7,string
hash table,easy,2,tree
breadth-first search,medium,5,graph theory
binary search,medium,5,graph theory
segment tree,medium,3,binary indexed tree
concurrency,hard,6,design
segment tree,easy,1,binary indexed tree
